"";"tweets.df.text";"emot"
"2646";"RT @1DHQDaily: Retweet to vote! 

#SteveAoki &amp; #LouisTomlinson Just Hold On #Mashup @radiodisney https://t.co/KIqVw3yOzX";""
"2647";"RT @yurihqpics: yuri speaking english to the little girl  so cute  https://t.co/hWyZ6vi98I";"<LOUDLY CRYING FACE>"
"2648";"Still can't get over the fact my artist quoted films with me for nearly 6 hours yesterday ";"<FACE WITH TEARS OF JOY>"
"2649";"RT @KwabenaLloris: This Saturday @RudebwoyRanking X @FancyGadam2  #RushMeetsRasta https://t.co/Ra5zhswKbZ";""
"2650";"You may automatically rebel against lethargy by trying to go f... More for Sagittarius https://t.co/L1etyNd6ze";""
"2651";"I need to do better ";"<NEUTRAL FACE>"
"2652";"RT @LalitKModi: My #rockstar - #mylove #mylife and above all my #minder . #love u more than #life itself. May https://t.co/IcaayQhMTs";"<FACE WITH TEARS OF JOY>"
"2653";"RT @phantasmagemina: .@JulianAssange @wikileaks' impeccable 10 yr record &amp; public interest motives make the publications naturally more tru";""
"2654";"RT @___Thabi: Things Helen Zille got away with thread";""
"2655";"RT @CNN: An Oxford comma (or lack thereof) completely changed this court case and got workers overtime pay https://t.co/ZFcAtMOc5D";""
"2656";"RT @jessicamandol: I unlocked the secret only for you

  https://t.co/SxXWsAGwbY


https://t.co/SxXWsAGwbY https://t.co/w";"<BIKINI><CROWN><EIGHT POINTED BLACK STAR><HEART DECORATION><HIGH-HEELED SHOE><LIPSTICK><NO ONE UNDER EIGHTEEN SYMBOL><NORTH WEST ARROW><OPEN LOCK><TELEPHONE RECEIVER><TWO HEARTS><UP DOWN ARROW><UP-POINTING SMALL RED TRIANGLE>"
"2657";"This is my weekly activity on Twitter, 76 actions thanks to https://t.co/mmKnmz0lJd";""
"2658";"Retired NFL Player Spent Nearly $20,000  In One &gt;&gt; https://t.co/CmGyepd5cH";""
"2659";"RT @Anji17_: Write down #16thMarch2017 in history cause Mr. Lawyer Singh Chauhan made Ms. Surve join the twitter - ITS FEELS PER ";""
"2660";"@hornycorpdude hey hey";""
"2661";"everything with you is better.";""
"2662";"RT @iMac_too: If this is season of wild allegations, one less wild allegation can be made against Kejri. On whose behalf he's inciting trou";""
"2663";"RT @WORIDSTARHIPH0P: I'm crying lmfao who tf did this  https://t.co/LFnVK28ti1";"<FACE WITH TEARS OF JOY>"
"2664";"#Basra Mar 16 13:00 Temperature 30C fair Wind SE 20 km/h  Humidity 15% Iraq .. https://t.co/WjCKA6Vftz";""
"2665";"When I keep reminding my mom that happiness is a choice";""
"2666";"RT @ThalaAjith_FC: MOVIE ALERT:

 #THALA #AJITH's EVERGREEN MOVIE #UnnaiKoduEnnaiTharuven telecasting now on KTV 

DON'T MISS IT!  https:";"<SMILING FACE WITH SMILING EYES><TELEVISION>"
"2667";"@Expurg8d 
Like grub hub
Or Starbucks right";""
"2668";"RT @Shuuzaar: love this fish.... https://t.co/me5W9CP78V";""
"2669";"@LaurieHanna hahaha Just me.. Maybe I should check him too!!";""
"2670";"#pictures of women in thongs rain sexy https://t.co/Ewq2E7djb1";""
"2671";"RT @MrKashish_Gaba: @___VisH @Gurmeetramrahim Movie will be awesome.. #Day9JEshoot";""
"2672";"RT @BraddJaffy: Full stop. Take 2 mins. Read this Q&amp;A between Trump &amp; Tucker Carlson over where Trump got his wiretapping claims fr ";""
"2673";"RT @Gurmeetramrahim: #WinningHeartsHKNKJ Fans r absolutely mesmerised by the magic of HKNKJ. All are excited and drenched in the love fo ";""
"2674";"@Timo_C15 without doubt going to be more difficult now. Recently Kane was scoring from situations u didn't expect a goal to come from...";""
"2675";"I dont think. you understand. how much. I love videos of birds.

i need all the clips of birds laughing. or dancing. all of them.";""
"2676";"RT @giveawayjoze: Live by the sea Love under the moon  #ALDUB20thMonthsary";""
"2677";"Hi dear 
I need a mechanic for my tyres and mechanic garage in Basildon Essex 
Good money paying. If any body... https://t.co/cGOmcwfpGJ";""
"2678";"@jyohaennuh thanks for the support randy hahaha";""
"2679";"""Architect/Technician VACANCY 6month+ Contract - London"" https://t.co/JgvmJXG8aw by @hunter_gold_ltd on @LinkedIn";""
"2680";"RT @ltsYourFoodPorn: this is what dreams are made of https://t.co/iE0TBy1wiL";""
"2681";"RT @joana_0626: @joana_0626 Peoples words affect you only as much as you let them.
#DTBYProtesta";""
"2682";"Cutie ";"<GRINNING FACE WITH SMILING EYES><SMILING FACE WITH HEART-SHAPED EYES>"
"2683";"RT @mibmib_: sexy.... https://t.co/eGhgvloJW6";""
"2684";"RT @MuslimIQ: Men in some eastern nations force women to wear Hijab
Men in some western nations force women to remove Hijab

Maybe women ar";""
"2685";"RT @ICC: #OnThisDay in 2007, @hershybru was the 1st player ever to hit 6 sixes in an international over against Netherlands ";""
"2686";"RT @TheTylt: RT if you think Marvel's best badass is Deadpool #TeamDeadpool https://t.co/NfbmdS2G0j";""
"2687";"RT @Rowayda_love: The best love is the one that makes you a better person, without changing you into someone other than yourself.";""
"2688";"RT @NSE_NIFTY: CURRENT:9,153.70, CHG:68.9/0.76%, HIGH:9,158.45, LOW:9,128.55, For detail:https://t.co/2qzJKwIlIB - Mar 16, 2017 15:32:25";""
"2689";"@ma2bia Haha it happens somtimes u think uko Ndaaani kumbe unachezea tu juu.";""
"2690";"RT @TJMair: A Spanish newspaper 'accidentally' used a photo of Alec Baldwin. 

As a result, I expect Spain to be put on the imm ";""
"2691";"RT @StarCinema: Why 'CHFIL' producer is proud of KathNiel SEE WHY HERE: https://t.co/Y9zROwwSNB";""
"2692";"RT @kofi_kombert: Vine #UmatSRCWeek17";""
"2693";"RT @karengeier: guy fieri tossing signed lean cuisines to fans

https://t.co/4clfaftYSC";""
"2694";"RT @Lin_Manuel: My wife let me sleep in
Because Pi Day goes on forever amirite
#DidIDoThatMathJokeRIght
#tapsmic
#WalksOffstage";""
"2695";"RT @BBCNorthEast: Protest from @nokingsford group at @Aberdeenshire ahead of @AberdeenFC stadium meeting https://t.co/V106RuDZQB ulti ";""
"2696";"My sister? https://t.co/7IF0lOnOxo";""
"2697";"15/03/2017 Detroit - Gianluca on Instagramstories #ilvolo #gianlucaginoble #ignazioboschetto #pierobarone https://t.co/77Wi5WZgG4";""
"2698";"Temmiy accidentally misspells her own name.";""
"2699";"RT @GianAlzaga: PEN G
-For B-hemolytic strep pharyngitis
-FOR SYPHILIS";""
"2700";"RT @dailytxtmsg: I need you more than you need me.";""
"2701";"RT @dailytxtmsg: I need you more than you need me.";""
"2702";"@CBSThisMorning @FrankLuntz I usually enjoy Frank but I feel he is dead wrong on this one!";""
"2703";"RT @ConversationUK: How human rights law has been used to guarantee corporations a 'right to profit' https://t.co/MNxJ9I5buT";""
"2704";"RT @dailytxtmsg: I need you more than you need me.";""
"2705";"RT @MichaelLCrick: Electoral Comm says Conservative  Party ""hindered and caused delay to the investigation""";""
"2706";"@Em_and_Jen I rarely use twitter much. That's why I'm thinking of deleting it lol";""
"2707";"RT @PROPERCORN: Today's your last chance to get your personalised @PapierUK popcorn treat in time for Mother's Day  Order now: ";"<RIBBON>"
"2708";"[Infographic] - #Dutch vote in parliamentary polls https://t.co/IX4T6v08jM https://t.co/AflN5Vg5ko";""
"2709";"RT @artchae_: monsta x's 'X' sticker
photocard
message card

SO CUTE WTH THEY SPOIL US SO MUCH https://t.co/lHWm8MFfHW";""
"2710";"got too much cash i dont want it @wiccaphase";""
"2711";"https://t.co/ixkuKjN3mf  &lt;&lt; watch it today for free
#Icelands whaling exposed
This is why we do what we do 
Save the whales 
#OpWhales";""
"2712";"RT @GxxodJoFan: [Download] Gxxod - (16032560) Live in Dek-D Entertainment 
-&gt; https://t.co/zHMTURiojs

# https://t.co/mLujS8z";""
"2713";"black naked women photos #female sex slave https://t.co/LXmZIwoRSU";""
"2714";"Share the love: @RealBenBailey @paul_steele thanks for being top new followers this week :)";""
"2715";"Nikko Asset Management - Best Asia Pacific Equity ETF Management Firm https://t.co/hyAJ31wPpM";""
"2716";"Loud it to the lovers of good music KOLE by @TDB_Elere, DL here https://t.co/lhbIxIF1WE #TDBElere";""
"2717";"Loud it to the lovers of good music KOLE by @TDB_Elere, DL here https://t.co/u4R9S5LFef #TDBElere";""
"2718";"Loud it to the lovers of good music KOLE by @TDB_Elere, DL here https://t.co/IdHxbPGZZV #TDBElere";""
"2719";"@neoghio @PlanetRockRadio jesus christ the spelling mistakes and grammer in that article.... not sure thats a good source?";""
"2720";"Sometimes you feel more intimately connected to your close cir... More for Capricorn https://t.co/qMXE3r4Ig8";""
"2721";"RT @SbatSports: BET 10 GET 30 FOR CHELTENHAM 

BET 10 HERE  https://t.co/4NM2GpIWSn   &amp; GET 30 TO BET WITH!!

NOT TO BE MISSED 

#C";"<BLACK RIGHT-POINTING TRIANGLE><MONEY BAG>"
"2722";"RT @baefromtexas: yall can't take back shots? LOL";""
"2723";"""New York Today: An Allergy Test"" by ALEXANDRA S. LEVINE via NYT The New York Times https://t.co/F9tEPwZ6cS";""
"2724";"RT @foxandfriends: President Trump vows that he'll fight a Hawaii judge who blocked his latest travel ban - saying he will take it to ";""
"2725";"Anyone with a view as to why EQT is heading the wrong way?";""
"2726";"Now Playing Billy Ocean - There'll Be Sad Songs   Listen here: https://t.co/j2T9L0FNKQ  https://t.co/cEHpavQcVY";""
"2727";"RT @ghoosed: my whole life was just like ""oh, ok"" mood";""
"2728";"betul!  https://t.co/ATGALZJjLe";"<SMILING FACE WITH OPEN MOUTH AND COLD SWEAT>"
"2729";"RT @Chevroletindia: See how Chevrolet, @Millchannel and @UnrealEngine partnered on an ingenious production innovation. #TheHumanRace https:";""
"2730";"RT @karlangelocast: I deserve to win because of his music he inspires me to believe in myself. @KristelAnnCast #SmartMusicLive ";""
"2731";"RT @ronnoclligam: Wanty really run ur scheme? Ned power armour now available online https://t.co/aphHAEr7x7";""
"2732";"RT @boojieflkrsn: 2. U Have Space To Be Yourself
Personal space is not just a physical social expectation but a psychological necessi ";""
"2733";"Breed: Persian and Himalayan 
(doll face)
litter trained
dewormed

dob: Feb 21 
date of release: April 21... https://t.co/rht8Pxra0n";""
"2734";"City of Verona--The https://t.co/DSNkERjlYu";""
"2735";"OMG! You have to see this. #BIGOLIVE.  
https://t.co/KA9kDRqIOB https://t.co/qK8lJK6wSe";""
"2736";"RT @commom_whale: Emma Watson's Beautiful Nude Photoshoot Will Blow Your Mind!

https://t.co/acFIqdqjQs";""
"2737";"""Blue Lives Matter"" legislation proliferates in both red and blue statehouses. https://t.co/fTsnVsCyy7 https://t.co/8Xy7CNxpDz";""
"2738";"@tommyvaughan @DeadCommieslol have faith and believe and most importantly obey.";""
"2739";"RT @ShehabiFares: For six years, Nato brought a wolf into Syria &amp; dressed him up to look like a sheep! But the wolf acted like a wolf ";""
"2740";"eugh ";"<FACE WITH COLD SWEAT>"
"2741";"RT @lqyahrqzonki: lippincott dating meds when opened in Glasgow https://t.co/pGZmWwFfT8";""
"2742";"Holland Park mentioned again: https://t.co/w4F0jdlUbh - RT @KevinWilsonPR Stunning magnolias in full bloom in Holland Park https://t.co/F...";""
"2743";"Things You Had No Idea Youve Been Using &gt;&gt; https://t.co/5HjAUdAIBB";""
"2744";"RT @p_sahibsingh: With fellow MPs in the Parliament today. Smiles say it all. Nice constructive day. https://t.co/RUup46OSqo";""
"2745";"RT @HugoBoss2340: Don't get mad when someone else starts to appreciate what you took for granted. What you won't do, somebody will.....";""
"2746";"playsafe on";""
"2747";"RT @healingTaem: [sound_shine] #SHINee # - Ment (SW2017)
https://t.co/PkZCSDCalH
https://t.co/obM0wT886S https://t.co/QBq9NL0b60";""
"2748";"RT @srslyanxiety: if God wants someone in your life, he'll find a way to cross your paths. you won't have to make it happen yourself. God's";""
"2749";"RT @SooFunnyPost: Snow got me like: https://t.co/0LB1NlxcKH";""
"2750";"RT @Jamestine_C: Disney  with @KeptinOnZeBridg and @LunaLCDeville ";"<FACE SAVOURING DELICIOUS FOOD><HEAVY BLACK HEART>"
"2751";"RT @TinaYou500: @killermuses @Dave_in_PDX @realDonaldTrump Donnie, it's a sign.. the crowds are getting smaller and smaller dude. Be afraid";""
"2752";"RT @Eusebius: No Helen No. It didn't ""come across as a defence"" of colonialism. It WAS A DEFENCE. What a sheepish non-apology. Yo ";""
"2753";"RT @_youhadonejob1: Damn, she's good. https://t.co/CX8Jbkdlzk";""
"2754";"I just checked in at Van Phan Sports &amp; Billiards with #mPLUSPlaces Download today!  https://t.co/EytIODM7lQ";""
"2755";"Click to watch Leicester v Liverpool match highlights https://t.co/qamO8LJcib";""
"2756";"mist -&gt; clear sky
temperature up 6C -&gt; 16C
humidity down 100% -&gt; 67%";""
"2757";"Bakeeet ";"<UNAMUSED FACE>"
"2758";"RT @YoungEnt: What if a new app and technology could prevent up to 86 percent of traffic accidents altogether? https://t.co/y8oRt1uer8";""
"2759";"one person unfollowed me // automatically checked by https://t.co/yLPWXGBtkc";""
"2760";"Click to watch Chelsea v Man Utd match highlights https://t.co/cqs1pasUMy";""
"2761";"RT @TNT_EDM: Listen to Flumes Phone Call Right After His Grammy Win #EDMSauce #StrictlyBidness https://t.co/IKPzqYsNZV";""
"2762";"10 Animals With Incredible Superpowers That Can Make  https://t.co/KAzqUI9hW3";""
"2763";"Level 2 Sissy BF ~ @RTDoms @iWantClips https://t.co/b9HqAaleaD https://t.co/AIL2msVR8q";""
"2764";"RT @JamesFallows: Useful axis for our times:

Do you read this and think, this is actually what makes America great? Or do you think, ";""
"2765";"Who's got a link for 406?? Pls share";""
"2766";"RT @Salvesayson: Be mine or make me yours, live in my heart or let me live in yours. #ALDUB20thMonthsary";""
"2767";"RT @tinytushy: CEO Kang looks like she's calling for her private jet to take her to her 10am meeting in New York https://t.co/rNtmokVltA";""
"2768";"Man On 207-MPH Bicycle Humiliates Ferrari At Dragstrip  https://t.co/ZZA9oqp5PP";""
"2769";"My certificate and diploma  thank you talaga https://t.co/KzAz4U13wb";"<SMILING FACE WITH HEART-SHAPED EYES>"
"2770";"Life is what you make of it, not what it makes of you.";""
"2771";"from the cycling book i'm making. . Ride safe lads https://t.co/vQLHK6yqnv";"<BICYCLIST>"
"2772";"@skawn_gur @verdillius Tofu is bro's fave.";""
"2773";"the show was great and i didn't expect it at all but they included my crafty corner thing and a 7 second challenge from me!!";""
"2774";"""A Strikers Light doesnt suppress, defend, or support. It takes opponents apart, like the Striker himself.""";""
"2775";"RT @saharsonu3: Fhat the wack i cant believe this am i day dreaming https://t.co/AqYNPHUvV8";"<FACE SCREAMING IN FEAR>"
"2776";"This fluff ball isn't too sure about all that snow............ https://t.co/NmLeqBT4VG";""
"2777";"@CharlesTannock If Erdogan ends the EU migration deal, it's now likely that people will be trapped in Greece, unable to travel north. 2/2";""
"2778";"@Psykhii so gay ";"<GROWING HEART>"
"2779";"RT @deejayrupp: Gotta make the stars align to let the souls connect";""
"2780";"RT @DaveNJEsq: Former HRC supporter here... Give an honest 6 minute read. Educate yourself: https://t.co/NAeS6zoPu1 https://t.co/FIQT9x58it";""
"2781";"RT @NRL: What a pick up!

#NRLStormBroncos

#NRL https://t.co/Kf2eR6FNjy";""
"2782";"RT @FoxNews: .@michellemalkin: Anybody can commit journalism. What these people commit every day is political propaganda. ";""
"2783";"black cumslut gives dick head https://t.co/YSnyG6TBoM";""
"2784";"herbal penis massage https://t.co/UDlKUvHJoR";""
"2785";"#beauty #hentai glory #datingikandy #huntsville chubby #streaming #nakedgirlscam black #cebeciescort https://t.co/XBVUsd38ua";""
"2786";"4 Concepts Even Experienced Negotiators Need To Know https://t.co/J6yXV6hNQx https://t.co/7eO5jg6NcZ";""
"2787";"RT @ReIatable: Is this broken tornado siren in Chicago the spookiest thing youve ever heard yes or yes
https://t.co/HxI27yG0SI";""
"2788";"I don't fake shit....";""
"2789";"RT @michaelwhite: Yet more good news: another judge knocks back tax shy Trump's latest Muslim travel ban. Prez agitated";""
"2790";"WE WORKIN! https://t.co/nSgG79jlbL";""
"2791";"Woke up outta no where ... now I'm just up looking dumb ";"<FACE WITH TEARS OF JOY><SMILING FACE WITH OPEN MOUTH AND COLD SWEAT>"
"2792";"#black sex shemales how to get my girlfriend to try anal https://t.co/U5OLAv4JJU";""
"2793";"RT @Derek_vanzandt: If you lost your dog I found him on 15th and Reno https://t.co/dABlPVTmhK";""
"2794";"RT @SwaggyMelo1: Was triple teamed and still scored on this play lmao https://t.co/ba7HddBGg8";""
"2795";"CBS News goes underground to tour a decommissioned complex where intercontinental ballistic missiles were once p... https://t.co/asVKSgegfj";""
"2796";"herbal penis massage https://t.co/UDlKUvHJoR";""
"2797";"RT @MDCPS: Remember us. Tell our story. @MDCPS Board to observe April 24-28, 2017 as Days of Remembrance of the Victims of t ";""
"2798";"RT @dudenelson: Calling all infrastructure masons in New York! Join @InfraMason member meetup @iPsoft Monday, 3/13/17  #collaborate https:/";""
"2799";"MAYWARD. SURE NA!!!

#CongratulationsMOR1019Number1FMRadio https://t.co/qGugeQ2KpC";""
"2800";"RT @eyarnold11: @LillyMaryPinto @shenoy70 @CKVignesh_ khangress ki comedy circus

https://t.co/fYg4PAN7Of";""
"2801";"RT @sartorialskwirl: @jeremyslevin My grandpa used to talk about his meals on wheels meals, and visits, frequently. Looked forward to it. /1";""
"2802";"RT @anthony_cava_1: Prayers for @treywetball";""
"2803";"The Spectacular Fantastic - Complicated https://t.co/fQQusdD3Ov #BimaAlt95 #GETPLAYED #INDIE";""
